,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj.0VVhHyPBOh8x,0.6694731773814279,0.07491286426088632,0.5516693450437669,0.6254274839354959,0.6605257422708035,0.6975719638045309,0.8684063102576896,0.0023512543315456027
t_subj.1YT4qLD19kvV,1.2203473262503213,0.05611907033605415,1.0879972894138612,1.1879741217798225,1.2254449759894943,1.2615006866081433,1.3100674042359426,0.0015168933126022302
t_subj.38HjYDEebF7Q,0.6789661600846923,0.062434131975824515,0.5484891731388675,0.6414542738630984,0.6786383716327459,0.717305196988242,0.8103776325668228,0.0018207120395048958
t_subj.3m9MitiUNkLe,2.710720308878458,0.08517680142172114,2.504762869022272,2.6661099006856066,2.7229568327917613,2.76510358358984,2.852609431405809,0.0024452028501335695
t_subj.568OcVLCD0h4,0.8648539548189795,0.0632853705881185,0.7314355761231945,0.8242285668178198,0.870775869203449,0.9058496008467019,0.9794752412682104,0.0018133292433151322
t_subj.5E741EFf1D68,1.738971050476525,0.1989247489067793,1.2308334433202552,1.6550599045194343,1.7641395548762093,1.8506743902682685,2.082564845614889,0.0064339119535956335
t_subj.6xP2E90cGY7d,1.1150571058018095,0.0835601519903252,0.9330453632243667,1.0670457715213282,1.1219561576112589,1.1690096275874295,1.272322283166431,0.002120777668504377
t_subj.8DgoXYZI05ZJ,0.4969359078599658,0.05098354130462064,0.3887202856527505,0.4646816659414462,0.49969509832682835,0.5326014116843137,0.5869822375069678,0.0015555975948137637
t_subj.8LhlcQz7sD9E,0.9396840802886912,0.054866085875984065,0.8190373060457125,0.904736876066826,0.9460808956551908,0.9798654112722731,1.028397843367617,0.001607933721537755
t_subj.8Ym9I2KtvcUQ,1.3116445993574086,0.0555636918402749,1.1955928152561084,1.2758244693501533,1.3169857966197693,1.3519513242148402,1.4061172810637885,0.0015668573490219787
t_subj.8jdRn0wiVZIJ,1.088720112478578,0.07576884750500922,0.912903620772047,1.0488778584472591,1.0980451997434528,1.1419978605977825,1.2108520925791553,0.0023429036978907577
t_subj.8q2Uy2Q70plH,0.7446207702027113,0.07683081890393263,0.5605351504556251,0.7010850288031395,0.7532364258835238,0.798074637825705,0.8668440555355681,0.0022251770385192586
t_subj.ALbe7y6EHaM1,1.2071850385661078,0.06850647685233237,1.0662879920533141,1.158193884876881,1.2153582433922914,1.2553821657259352,1.3251465778478988,0.0023576145546826024
t_subj.Bu35lM8ZMH2V,1.9406418936382146,0.11732043828867136,1.6654685646469287,1.8628660129943688,1.9623536003082969,2.0284907500151976,2.1230217135809277,0.00316076555816435
t_subj.Bz45IxAK5fjO,0.9697337434786717,0.05894529417229752,0.8612376381602477,0.9334735014622001,0.9655267359538859,1.0032104853720638,1.0934279126122834,0.0016338766639465226
t_subj.CW4cYd1QYeU1,1.41766796766066,0.08027108491615875,1.2456017193392734,1.371206140019334,1.4228556470975005,1.472491768639842,1.5645799411308223,0.0022541820300734645
t_subj.Erj2vLkrFRFK,1.6192373885932356,0.07472311020493899,1.4376408312449414,1.5688184239839242,1.6383412103592767,1.6766131481309217,1.7202726093518548,0.0024494543365526237
t_subj.FNFg4qd24uNy,0.8536322508522965,0.04924135595170655,0.74505435125039,0.8242729327175092,0.8584766216216767,0.8882712847041576,0.9393125693313764,0.0014025563907469354
