,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj.Erj2vLkrFRFK,1.8133358496019725,0.1724724302872207,1.5340379093705683,1.6966172536347537,1.7909855766461744,1.9117029249767292,2.2149155078646907,0.005738885845656247
a_subj.FNFg4qd24uNy,6.661579615677416,1.292284194632569,4.321102512593672,5.770514658484308,6.614626129021927,7.478923249068942,9.579139317886325,0.11449445630888051
a_subj.G6HbAL5CKckH,1.7298348279271947,0.1650959092544828,1.4472873718626924,1.6164349822083226,1.7170066220992384,1.8413113229931397,2.0928819719841654,0.0057908612203449224
a_subj.HJgtd5UpWefA,3.855078975668587,0.9233799974041482,2.192454907581812,3.207204482918581,3.791077969478578,4.492501891932671,5.6467710300933,0.0774520625103549
a_subj.JXwtQfYRmdlb,5.0704165554517235,1.1668908782219227,2.7544785282891526,4.277301347648258,5.131701096528973,5.937427175068091,7.192080665976557,0.0977156785187148
a_subj.Jm9VG9LqGvAY,4.387257970833565,1.1632673066054182,2.4440136063025086,3.5103648305630526,4.356195536469148,5.1418716957757225,6.912969500421236,0.10088200419783093
a_subj.KOP4RVWbQg5t,3.0035214738828735,1.1751080471440938,1.5964033710023222,1.9449902761673925,2.712600483846978,3.8853463879718615,5.5613433933845,0.10811379122193107
a_subj.KhkKnvIk9rxi,4.296643565176721,1.2462180475775841,2.191274865817879,3.3415052342822142,4.238079896954611,5.205630201636559,6.7357864880881495,0.10819756768900737
a_subj.Kr1fhFpwcKCC,4.965850140423514,0.8166584496552375,3.2010963567973265,4.472606099020983,5.01036854615856,5.520239041381346,6.476631672702366,0.06068990844429808
a_subj.LD4oLHRdPfA9,5.6185001452078405,0.9418160736528901,3.852959850217112,4.915365033504534,5.627522597410078,6.288538313256569,7.453937364293559,0.06941229122038126
